,Price
2023-03-18 00:00:00,1.0
2023-03-19 00:00:00,1.000000000000008
2023-03-20 00:00:00,1.0056104594393585
2023-03-21 00:00:00,1.0095940522274818
2023-03-22 00:00:00,1.0069317095125425
2023-03-23 00:00:00,1.007806772921929
2023-03-24 00:00:00,1.0047654136364954
2023-03-25 00:00:00,1.0019190880784417
2023-03-26 00:00:00,1.0076035228333418
2023-03-27 00:00:00,1.001102557238932
2023-03-28 00:00:00,1.0020172443568969
2023-03-29 00:00:00,1.0010613610598385
2023-03-30 00:00:00,1.0006765727836773
2023-03-31 00:00:00,1.0006736495347306
2023-04-01 00:00:00,1.0008899282242656
2023-04-02 00:00:00,1.0011873383652106
2023-04-03 00:00:00,1.0020219599650837
2023-04-04 00:00:00,1.0002890478121205
2023-04-05 00:00:00,1.0011890462779678
2023-04-06 00:00:00,1.0002644819073356
2023-04-07 00:00:00,1.000621433410576
2023-04-08 00:00:00,1.0011058570577147
2023-04-09 00:00:00,1.0010214146819667
2023-04-10 00:00:00,1.0013587032512785
2023-04-11 00:00:00,1.0011665125287472
2023-04-12 00:00:00,1.0010535546166355
2023-04-13 00:00:00,1.0007944670821702
2023-04-14 00:00:00,1.001765945894071
2023-04-15 00:00:00,1.001115281273318
2023-04-16 00:00:00,1.0006996712002458
2023-04-17 00:00:00,1.0008969706648332
2023-04-18 00:00:00,1.0015826257626514
2023-04-19 00:00:00,1.000532391170918
2023-04-20 00:00:00,1.0013568483203215
2023-04-21 00:00:00,1.0003809137643753
2023-04-22 00:00:00,1.001170706014844
2023-04-23 00:00:00,1.0020009378534893
2023-04-24 00:00:00,1.00116375783237
2023-04-25 00:00:00,1.0007167951427052
2023-04-26 00:00:00,1.0014737126187836
2023-04-27 00:00:00,1.000296836942415
2023-04-28 00:00:00,1.001350899248264
2023-04-29 00:00:00,1.0007938359000932
2023-04-30 00:00:00,1.000952488788206
2023-05-01 00:00:00,1.0013626079294586
2023-05-02 00:00:00,1.001332354405031
2023-05-03 00:00:00,1.0013405330723832
2023-05-04 00:00:00,1.0003731491865995
2023-05-05 00:00:00,1.000573586856295
2023-05-06 00:00:00,1.0013408781850142
2023-05-07 00:00:00,1.0017414376831404
2023-05-08 00:00:00,1.0014778730229446
2023-05-09 00:00:00,1.0008933946822607
2023-05-10 00:00:00,0.998773584418374
2023-05-11 00:00:00,0.9997730914912693
2023-05-12 00:00:00,0.9999926442450879
2023-05-13 00:00:00,1.0010597307143012
2023-05-14 00:00:00,1.0007015823514978
2023-05-15 00:00:00,1.0000412226369675
2023-05-16 00:00:00,1.0016350204970128
2023-05-17 00:00:00,1.000153869534579
2023-05-18 00:00:00,0.999302334528343
2023-05-19 00:00:00,0.999370508017546
2023-05-20 00:00:00,1.000565722157502
2023-05-21 00:00:00,1.0001177881758423
2023-05-22 00:00:00,1.0003978793452966
2023-05-23 00:00:00,1.0001901853873807
2023-05-24 00:00:00,1.0000759933014864
2023-05-25 00:00:00,0.9996633161334962
2023-05-26 00:00:00,0.9998546264977252
2023-05-27 00:00:00,1.0006694844916575
2023-05-28 00:00:00,1.0001474591967683
2023-05-29 00:00:00,1.0002155757169435
2023-05-30 00:00:00,1.0004538437650705
2023-05-31 00:00:00,1.0002768822343326
2023-06-01 00:00:00,1.000403806707414
2023-06-02 00:00:00,1.0002824103469976
2023-06-03 00:00:00,1.0003765714505408
2023-06-04 00:00:00,1.0003733188731239
2023-06-05 00:00:00,1.0024604902656848
2023-06-06 00:00:00,1.0014599108165811
2023-06-07 00:00:00,1.0004545640825404
2023-06-08 00:00:00,0.9998485018624065
2023-06-09 00:00:00,0.9998031712508338
2023-06-10 00:00:00,0.9999353667268374
2023-06-11 00:00:00,1.0005425670886527
2023-06-12 00:00:00,1.0005488381681502
2023-06-13 00:00:00,1.0003618518946387
2023-06-14 00:00:00,0.9989999030777137
2023-06-15 00:00:00,0.9990575435310662
2023-06-16 00:00:00,0.999088388977999
2023-06-17 00:00:00,0.9993655187980076
2023-06-18 00:00:00,0.9989070475232625
2023-06-19 00:00:00,0.9996073859739449
2023-06-20 00:00:00,1.0001187662344246
2023-06-21 00:00:00,0.999060525973033
2023-06-22 00:00:00,1.0008414807989598
2023-06-23 00:00:00,1.0008559696469361
2023-06-24 00:00:00,1.000698926146333
2023-06-25 00:00:00,1.0008726730273607
2023-06-26 00:00:00,0.9996999119797204
2023-06-27 00:00:00,1.0002500919938884
2023-06-28 00:00:00,0.9998202078282138
2023-06-29 00:00:00,0.9994506236050122
2023-06-30 00:00:00,1.0003833216265783
2023-07-01 00:00:00,0.9995964530617081
2023-07-02 00:00:00,1.0001834506123823
2023-07-03 00:00:00,0.9990191267051235
2023-07-04 00:00:00,0.999795592054086
2023-07-05 00:00:00,0.9999385227397539
2023-07-06 00:00:00,0.9992324189691514
2023-07-07 00:00:00,0.9999991428847104
2023-07-08 00:00:00,1.0001222567391679
2023-07-09 00:00:00,1.0002422863538163
2023-07-10 00:00:00,0.9998358275612065
2023-07-11 00:00:00,1.0000960808426629
2023-07-12 00:00:00,1.000126277483578
2023-07-13 00:00:00,1.0005074515751453
2023-07-14 00:00:00,1.0003916021641654
2023-07-15 00:00:00,1.0007066392877917
2023-07-16 00:00:00,1.0006530884475466
2023-07-17 00:00:00,1.0005482868732642
2023-07-18 00:00:00,0.9998071871420023
2023-07-19 00:00:00,1.0004809519836453
2023-07-20 00:00:00,1.0002928762456451
2023-07-21 00:00:00,1.0001992653281024
2023-07-22 00:00:00,1.000050382290215
2023-07-23 00:00:00,0.9997490526422014
2023-07-24 00:00:00,0.999898413750001
2023-07-25 00:00:00,1.0000973295833209
2023-07-26 00:00:00,0.9996062705921892
2023-07-27 00:00:00,1.0008326044089932
2023-07-28 00:00:00,0.999739572533881
2023-07-29 00:00:00,0.9999453849555628
2023-07-30 00:00:00,0.9999745347844408
2023-07-31 00:00:00,1.0002378457856913
2023-08-01 00:00:00,0.999866830556736
2023-08-02 00:00:00,0.9999415960949525
2023-08-03 00:00:00,0.999241912887552
2023-08-04 00:00:00,0.9986798538079775
2023-08-05 00:00:00,0.9989124954709581
2023-08-06 00:00:00,0.9989869260138814
2023-08-07 00:00:00,0.9983198416783463
2023-08-08 00:00:00,0.9988731533009275
2023-08-09 00:00:00,0.9999454982095487
2023-08-10 00:00:00,0.9997120082401099
2023-08-11 00:00:00,0.9988989814309317
2023-08-12 00:00:00,0.9989379212012733
2023-08-13 00:00:00,0.9993771983831886
2023-08-14 00:00:00,0.9993836393270443
2023-08-15 00:00:00,0.998712649259746
2023-08-16 00:00:00,0.9988934302939576
2023-08-17 00:00:00,0.9997501195088656
2023-08-18 00:00:00,0.9961744307155989
2023-08-19 00:00:00,0.999380820968805
2023-08-20 00:00:00,1.0002432374147268
2023-08-21 00:00:00,0.9992078411720594
2023-08-22 00:00:00,0.9998321490594397
2023-08-23 00:00:00,1.0001995267368031
2023-08-24 00:00:00,1.0010082521520007
2023-08-25 00:00:00,0.9992697373767391
2023-08-26 00:00:00,0.9995011508606099
2023-08-27 00:00:00,0.999656163174702
2023-08-28 00:00:00,0.9994984237164385
2023-08-29 00:00:00,0.9995802412909343
2023-08-30 00:00:00,0.9999131005986558
2023-08-31 00:00:00,0.9997151129127252
2023-09-01 00:00:00,0.99965511991545
2023-09-02 00:00:00,0.9994078309868861
2023-09-03 00:00:00,0.999680400944084
2023-09-04 00:00:00,0.9996074455615626
2023-09-05 00:00:00,0.9995220028346884
2023-09-06 00:00:00,0.9995302269207461
2023-09-07 00:00:00,0.9993040198121409
2023-09-08 00:00:00,0.9999287450192484
2023-09-09 00:00:00,0.9999982399495624
2023-09-10 00:00:00,0.9996194065570831
2023-09-11 00:00:00,0.9996572195691139
2023-09-12 00:00:00,0.9997010568823462
2023-09-13 00:00:00,1.0008352580000994
2023-09-14 00:00:00,1.0001464549772976
2023-09-15 00:00:00,1.0000669617682818
2023-09-16 00:00:00,0.9998946276881426
2023-09-17 00:00:00,1.0001709715545677
2023-09-18 00:00:00,1.0002486872945509
2023-09-19 00:00:00,0.999955056279049
2023-09-20 00:00:00,0.9998549917418387
2023-09-21 00:00:00,0.9994293721770915
2023-09-22 00:00:00,0.9998096438168483
2023-09-23 00:00:00,1.0001154141443793
2023-09-24 00:00:00,1.0000454296972605
2023-09-25 00:00:00,0.999999695651231
2023-09-26 00:00:00,0.9997818054838172
2023-09-27 00:00:00,0.9995321571287338
2023-09-28 00:00:00,0.9993943317856693
2023-09-29 00:00:00,0.9996526629970511
2023-09-30 00:00:00,0.9998617067349838
2023-10-01 00:00:00,1.0000815536249243
2023-10-02 00:00:00,0.9997551660901551
2023-10-03 00:00:00,1.0000961609952557
2023-10-04 00:00:00,1.0002350507955104
2023-10-05 00:00:00,1.0000664433823179
2023-10-06 00:00:00,0.9997696648080127
2023-10-07 00:00:00,1.0009552694500223
2023-10-08 00:00:00,1.0007536264222123
2023-10-09 00:00:00,1.0005976650958923
2023-10-10 00:00:00,1.0001339640139035
2023-10-11 00:00:00,0.9999801294753227
2023-10-12 00:00:00,0.9995436533737468
2023-10-13 00:00:00,0.9995014212730899
2023-10-14 00:00:00,0.999720602641409
2023-10-15 00:00:00,1.0001931249089886
2023-10-16 00:00:00,0.9998336108307757
2023-10-17 00:00:00,1.0006253452076665
2023-10-18 00:00:00,1.000425537194698
2023-10-19 00:00:00,1.000212456686584
2023-10-20 00:00:00,1.0006935986138645
2023-10-21 00:00:00,1.0002596328963247
2023-10-22 00:00:00,1.0003712730284484
2023-10-23 00:00:00,1.000826942039008
2023-10-24 00:00:00,1.0013237982311833
2023-10-25 00:00:00,1.0001541574143247
2023-10-26 00:00:00,1.0005773286758302
2023-10-27 00:00:00,1.0005320340276227
2023-10-28 00:00:00,0.9996051754909114
2023-10-29 00:00:00,1.0000488346741896
2023-10-30 00:00:00,1.0005890660102472
2023-10-31 00:00:00,1.0005835932715121
2023-11-01 00:00:00,1.00074486400704
2023-11-02 00:00:00,1.0004478935621925
2023-11-03 00:00:00,0.9999118805386404
2023-11-04 00:00:00,1.0004190058472446
2023-11-05 00:00:00,1.0003484488254686
2023-11-06 00:00:00,1.0005094562813295
2023-11-07 00:00:00,1.0006699109069226
2023-11-08 00:00:00,1.0007086220287156
2023-11-09 00:00:00,0.9996116378478347
2023-11-10 00:00:00,1.000460116393782
2023-11-11 00:00:00,1.0003426961904456
2023-11-12 00:00:00,1.0010756356895707
2023-11-13 00:00:00,1.0004264864818064
2023-11-14 00:00:00,1.0000993526878008
2023-11-15 00:00:00,1.0000625446476035
2023-11-16 00:00:00,1.0007610753819138
2023-11-17 00:00:00,0.9999876182294223
2023-11-18 00:00:00,1.000181192778341
2023-11-19 00:00:00,1.0007669521176588
2023-11-20 00:00:00,0.999726160731128
2023-11-21 00:00:00,1.0004461904234072
2023-11-22 00:00:00,1.00076262432449
2023-11-23 00:00:00,1.000624463862854
2023-11-24 00:00:00,0.9998781450073935
2023-11-25 00:00:00,1.0010385932263373
2023-11-26 00:00:00,1.0005164623969458
2023-11-27 00:00:00,1.0001890248485028
2023-11-28 00:00:00,1.0006552407165297
2023-11-29 00:00:00,1.0004975936742937
2023-11-30 00:00:00,1.0000119222297428
2023-12-01 00:00:00,0.9996172780981172
2023-12-02 00:00:00,1.000559452116723
2023-12-03 00:00:00,1.0006901682204832
2023-12-04 00:00:00,0.9998935904916701
2023-12-05 00:00:00,1.000229153471118
2023-12-06 00:00:00,1.000094724171219
2023-12-07 00:00:00,0.9995857411980985
2023-12-08 00:00:00,0.999932568056819
2023-12-09 00:00:00,1.001047763595322
2023-12-10 00:00:00,1.0010311528103317
2023-12-11 00:00:00,1.0002147832877015
2023-12-12 00:00:00,0.9995940304535856
2023-12-13 00:00:00,0.9990584639399656
2023-12-14 00:00:00,1.0002450802067628
2023-12-15 00:00:00,1.000283897765051
2023-12-16 00:00:00,1.0003923696981356
2023-12-17 00:00:00,0.9998418103094053
2023-12-18 00:00:00,0.9993377973064153
2023-12-19 00:00:00,0.9997681787816407
2023-12-20 00:00:00,0.999857495682859
2023-12-21 00:00:00,0.9999832391009363
2023-12-22 00:00:00,1.000105698890787
2023-12-23 00:00:00,1.0007161820347306
2023-12-24 00:00:00,1.0003047512389185
2023-12-25 00:00:00,0.9996085585595066
2023-12-26 00:00:00,1.0002265339413166
2023-12-27 00:00:00,1.00044192725929
2023-12-28 00:00:00,1.0000983285923544
2023-12-29 00:00:00,1.000087664271301
2023-12-30 00:00:00,1.0002420997944512
2023-12-31 00:00:00,1.000231589551929
2024-01-01 00:00:00,0.9994629773716555
2024-01-02 00:00:00,1.0009090342230427
2024-01-03 00:00:00,1.0020236858172413
2024-01-04 00:00:00,1.0009240838217568
2024-01-05 00:00:00,1.0008126796412178
2024-01-06 00:00:00,1.00069990180306
2024-01-07 00:00:00,1.000542274168656
2024-01-08 00:00:00,1.0018244957017781
2024-01-09 00:00:00,1.000505964337999
2024-01-10 00:00:00,1.0002154919010118
2024-01-11 00:00:00,1.0000343283156685
2024-01-12 00:00:00,0.9987798045206939
2024-01-13 00:00:00,1.0011501904577875
2024-01-14 00:00:00,1.0006854051527365
2024-01-15 00:00:00,0.9960999129354436
2024-01-16 00:00:00,0.9998968670734159
2024-01-17 00:00:00,0.9998846482989457
2024-01-18 00:00:00,0.9995282598923106
2024-01-19 00:00:00,0.9990130296352835
2024-01-20 00:00:00,0.9993279554380636
2024-01-21 00:00:00,0.9988153955779209
2024-01-22 00:00:00,0.9991022727496549
2024-01-23 00:00:00,0.9971600088639734
2024-01-24 00:00:00,1.0005726634492442
2024-01-25 00:00:00,0.999236969374404
2024-01-26 00:00:00,1.000111156901668
2024-01-27 00:00:00,0.9996696253995254
2024-01-28 00:00:00,0.999860950522914
2024-01-29 00:00:00,0.9996846114552034
2024-01-30 00:00:00,0.9999445123902819
2024-01-31 00:00:00,1.0007350796461727
2024-02-01 00:00:00,0.9990851477081583
2024-02-02 00:00:00,1.0000048814115783
2024-02-03 00:00:00,0.9997553294719826
2024-02-04 00:00:00,0.9999906409684661
2024-02-05 00:00:00,1.0000186393526844
2024-02-06 00:00:00,0.9988486065199284
2024-02-07 00:00:00,0.9993406508491822
2024-02-08 00:00:00,1.0004037079295542
2024-02-09 00:00:00,0.999985252650074
2024-02-10 00:00:00,1.0003389897661994
2024-02-11 00:00:00,1.0000819607776852
2024-02-12 00:00:00,1.0004707793459338
2024-02-13 00:00:00,1.0007210568060876
2024-02-14 00:00:00,1.0009729405293604
2024-02-15 00:00:00,1.0000914946550095
2024-02-16 00:00:00,1.001264997347609
2024-02-17 00:00:00,1.0010989719188785
2024-02-18 00:00:00,1.0006064693360464
2024-02-19 00:00:00,1.001025374982749
2024-02-20 00:00:00,0.9998723795736727
2024-02-21 00:00:00,1.000462273681916
2024-02-22 00:00:00,1.0011042014887066
2024-02-23 00:00:00,0.9997263111779143
2024-02-24 00:00:00,0.9997398041822495
2024-02-25 00:00:00,0.9994367735443331
2024-02-26 00:00:00,0.9999903409311447
2024-02-27 00:00:00,1.000174328314916
2024-02-28 00:00:00,1.0004654800932216
2024-02-29 00:00:00,0.9987771269645076
2024-03-01 00:00:00,0.9988416427735146
2024-03-02 00:00:00,1.0003308583515942
2024-03-03 00:00:00,1.0007521176735037
2024-03-04 00:00:00,1.0014440750554967
2024-03-05 00:00:00,1.0024337194410116
2024-03-06 00:00:00,1.0014738136077783
2024-03-07 00:00:00,1.001472457110421
2024-03-08 00:00:00,1.0002304133689763
2024-03-09 00:00:00,1.002569502505803
2024-03-10 00:00:00,1.0021806192717075
2024-03-11 00:00:00,1.0015198329324035
2024-03-12 00:00:00,0.9999798719668869
2024-03-13 00:00:00,0.9998749033865929
2024-03-14 00:00:00,1.0004666013139432
2024-03-15 00:00:00,0.9991294912124173
2024-03-16 00:50:29,0.9988469155836611
